Date,Close,High,Low,Open,Volume
2024-11-19,397.379150390625,399.6845120649837,390.11144651209185,398.9225768105007,3239400
2024-11-20,390.73663330078125,397.28148383290505,390.6584990908904,396.597682800293,4732200
2024-11-21,400.9446105957031,401.8628440020126,391.10780941352107,392.035790963583,3722200
2024-11-22,410.2734375,410.41020962170194,401.4330336877278,402.54661751644954,4932500
2024-11-25,418.74267578125,420.2860722966223,414.6301514368684,415.1576542151411,4544200
2024-11-26,419.5729675292969,429.19486266047363,414.8646139627293,418.6742900065653,2758600
2024-11-27,419.49444580078125,422.3520275946863,418.28659268135027,420.87904914222946,2293500
2024-11-29,421.3995056152344,423.2358139808098,419.8381520321865,420.839766604003,2028700
2024-12-02,419.2685546875,422.6465874788502,415.5370214720376,421.2718136609336,2617100
2024-12-03,421.61553955078125,422.92156726311316,415.6941673540126,421.9886988879685,2714000
2024-12-04,420.2113037109375,421.1048842619906,417.83488530199116,418.72849582086747,1968800
2024-12-05,418.8561706542969,422.01816566950504,418.2080565243422,418.91508739630876,2523500
2024-12-06,423.59912109375,427.9002227924012,419.3176782863944,420.9772363384826,3161400
2024-12-09,421.4486083984375,428.49925841278923,420.31933085612167,424.56151620057796,3426000
2024-12-10,414.977294921875,419.6122681951875,413.8185590955025,419.20965049934836,3354900
2024-12-11,413.78912353515625,420.28986383039125,413.6712900504295,417.5697743318683,4211200
2024-12-12,406.9544982910156,415.13442540951706,405.7368157307366,413.8381971846184,3673600
2024-12-13,409.4683837890625,410.6074907299199,406.7188060107718,408.280159585411,2649500
2024-12-16,403.3113098144531,410.94135734100587,403.2916808902642,410.3227015990883,2879600
2024-12-17,401.1116638183594,403.00688885575835,398.91202563890454,402.61410060483036,3726500
2024-12-18,386.7255859375,403.31130755652447,386.29350986517727,399.66814927963424,4225500
2024-12-19,378.0840759277344,388.0217951362544,377.9564429757419,387.628976931343,4576100
2024-12-20,385.5275573730469,386.205129842943,376.1495767951193,376.463819383325,8046400
2024-12-23,385.3802795410156,386.15602662609507,380.05790414306443,384.05459292266363,2433800
2024-12-24,389.0037841796875,389.0037841796875,383.46537109355137,385.0660123925834,1392600
2024-12-26,388.0218200683594,388.6502752945198,384.5652114370948,385.4489925192891,1319500
2024-12-27,385.7828674316406,388.34586555713844,384.3197184052822,385.07586653392946,1942700
2024-12-30,382.4146728515625,384.16260614808107,378.7322265835184,383.4948630837536,2444700
2024-12-31,381.9825744628906,384.4080801285819,380.32301637753227,382.9842189687417,2179700
2025-01-02,381.4621276855469,385.5963087456782,379.41961077037683,385.066028116925,2415700
2025-01-03,382.1691589355469,383.96620941405365,378.8598721690368,382.7976441210727,2231600
2025-01-06,382.3557434082031,386.8925122648862,381.0398862482691,383.4653919749671,3274500
2025-01-07,377.3083190917969,384.84013148683863,376.19867062419013,383.85814593572763,2274300
2025-01-08,380.224853515625,380.7060168916987,373.2527494465119,376.1005018218332,2848500
2025-01-10,382.8664245605469,385.8320106295291,377.6913406664048,381.9040677720463,5323400
2025-01-13,382.1691589355469,388.72881572840186,380.71583938770874,382.96456489559966,3512900
2025-01-14,385.704345703125,387.09877859618507,382.6110967123712,383.55379460231535,3405200
2025-01-15,398.7745361328125,400.65013225987366,394.5225515914848,399.3244456816257,4584800
2025-01-16,401.9561462402344,402.7220937976653,396.643630598151,398.9512727481729,2305900
2025-01-17,402.0052795410156,406.983953846887,401.1705857670655,406.0412260710308,3229000
2025-01-21,410.8922424316406,412.6500051108677,405.56006762105545,405.56006762105545,3568100
2025-01-22,402.71234130859375,410.0281167882667,401.9561931406643,410.0281167882667,3581400
2025-01-23,406.925048828125,407.21963253667604,401.38663536477486,404.15584209644993,3840300
2025-01-24,407.03302001953125,407.53384225147767,403.3604035661146,406.63040233845174,2369800
2025-01-27,417.2162170410156,418.5124452251807,406.5420383647916,407.4258194111506,3699200
2025-01-28,411.2850341796875,415.61559446680354,409.1934299304867,415.61559446680354,2818300
2025-01-29,405.9725341796875,413.7793023774578,404.37189272182945,412.650024835773,2384900
2025-01-30,407.03302001953125,409.8022265277434,404.1066922234962,408.9086160601507,3081300
2025-01-31,404.5584411621094,408.87917183936446,402.9283414583433,405.72700643187045,2761000
2025-02-03,401.3964538574219,404.47987313813434,393.786065260018,398.8039974216221,2896200
2025-02-04,404.0772399902344,405.1476006849464,398.7745238089423,402.13292770552636,2150800
2025-02-05,406.36529541015625,407.67132309553784,400.7876242952529,407.67132309553784,2212100
2025-02-06,406.6991882324219,410.2638010054216,405.5600812603459,407.4356774841053,2023700
2025-02-07,400.0314636230469,406.82681706823956,399.17714095754644,405.7564563749718,2530200
2025-02-10,406.5321960449219,407.4749237678177,401.4258890677653,403.24256836364134,2617600
2025-02-11,408.8595275878906,409.0657661495785,405.30474435809964,406.54205585693296,1441800
2025-02-12,399.8056640625,402.2704277407029,394.87607677044474,401.219695871028,3387000
2025-02-13,405.0003356933594,405.54044578322885,400.14932416988773,401.3473478653164,3067900
2025-02-14,402.12310791015625,410.4699856079251,401.2000390379184,407.5240287734184,3004400
2025-02-18,396.04461669921875,401.50445433099463,393.0102847395601,400.9545447830332,3994000
2025-02-19,388.30657958984375,391.4587751129395,385.8614449034746,390.0643422997784,3780000
2025-02-20,387.53082275390625,387.64865623445576,384.05458523858096,385.92035193886835,2703500
2025-02-21,378.35906982421875,390.6535496947194,376.9842958683005,389.2591168458293,5287000
2025-02-24,375.5309753417969,379.5865510100566,371.3869945910256,379.13484599015965,5722000
2025-02-25,386.20513916015625,393.78606946852864,377.26906387929876,378.0644698470055,6823900
2025-02-26,383.44573974609375,391.6845831721354,381.56031424822925,388.1199707248654,3871500
2025-02-27,383.2395324707031,388.3458698862475,381.3344778942148,382.88603201790687,2825100
2025-02-28,389.45550537109375,389.7206307017696,383.2493490208082,387.31478389810906,4263500
2025-03-03,382.66998291015625,389.91704166118836,379.5079879798849,389.79920818032986,3397600
2025-03-04,374.80426025390625,380.9711286830545,372.0743414581201,379.19373712722734,4384800
2025-03-05,379.3901672363281,380.14628540910445,371.200410395649,372.1725666131934,2780300
2025-03-06,374.8533935546875,380.77476583482246,373.87140790313725,376.5914973695148,4222000
2025-03-07,370.0121765136719,373.79282721458287,362.2544959648896,372.663549724135,4573900
2025-03-10,367.9009094238281,376.2183288891507,365.8976503523319,370.64065771609853,3710500
2025-03-11,361.52783203125,368.1758639376015,359.14161414992554,367.47866253342426,4013300
2025-03-12,358.1596374511719,365.29866234898407,355.2333094213575,365.26920397815275,3368000
2025-03-13,343.1584777832031,357.7346838229504,341.19193489009564,357.64574787963403,7062400
2025-03-14,347.170654296875,347.2497285777922,341.3500694609208,346.5184271903161,5510700
2025-03-17,349.9574279785156,351.36067977915354,346.8247655931456,347.615357597309,3681300
2025-03-18,345.451171875,349.7202783812565,343.4944905201318,349.3645044267339,3008200
