Date,Close,High,Low,Open,Volume
2023-01-03,435.0462341308594,440.3441745635034,429.8826467893124,439.5763672973126,1978100
2023-01-04,438.1943359375,441.0256804420121,434.3840326742278,438.7893910236075,2097300
2023-01-05,432.08062744140625,438.0696073855975,431.53354927227986,436.25564989056784,2169300
2023-01-06,463.4460754394531,464.9337427415142,443.6267478234314,444.4521394198182,5174500
2023-01-09,459.49176025390625,467.28511973098114,458.9063122269223,463.5036081754585,2384800
2023-01-10,462.0351257324219,462.69737203240703,456.3532809403424,457.94650904683033,1649900
2023-01-11,464.8280944824219,465.02963879993257,459.8372584937693,461.0081838216468,1576400
2023-01-12,463.02374267578125,465.4903687728939,459.49178154643903,465.480761660539,1628200
2023-01-13,465.7303161621094,466.056635795164,459.7317288854207,461.5457157370803,1405900
2023-01-17,467.18914794921875,470.7499303380227,464.8856963624564,465.6151339260886,1539900
2023-01-18,460.1827392578125,469.14702292203697,459.2709424433153,465.30792777042194,1925500
2023-01-19,450.6042785644531,458.3496616481779,449.24141590898864,457.08275295917167,1919500
2023-01-20,460.79705810546875,460.9986317242025,450.58507848542666,454.85608428846547,2588600
2023-01-23,472.7941589355469,475.3183687232927,458.3879740727783,460.6434483673404,2709400
2023-01-24,472.31439208984375,473.74447533669604,467.41956788337234,472.2568079902368,1510200
2023-01-25,471.13385009765625,472.15120816053684,465.01048749542747,469.67497492071277,1329800
2023-01-26,478.2553405761719,478.6104815360594,471.98801794590895,473.360516934723,1576400
2023-01-27,483.0445861816406,488.62086987247164,477.83299194797746,479.65658568368326,2034100
2023-01-30,483.0350341796875,485.2617167815577,480.2420884600098,480.2420884600098,1855900
2023-01-31,490.5788269042969,490.83795530318633,481.8064797281467,482.9870121252577,1924100
2023-02-01,497.0764465332031,499.51430959186774,484.4170564582035,487.862641048651,2080200
2023-02-02,503.24896240234375,509.6137212439273,500.5665529740866,504.0757907115941,2287400
2023-02-03,494.9516906738281,501.44144201661936,492.740379730447,499.114762410587,1844100
2023-02-06,495.7113037109375,497.27840460042734,492.5193002327948,494.6056188219741,1740100
2023-02-07,496.6150207519531,498.0186923492474,487.8274027881229,492.25002459421324,1927300
2023-02-08,484.3854675292969,492.4327552324062,482.22221688476367,491.57708467920355,2062900
2023-02-09,481.32806396484375,489.52918606702883,479.2032793972456,485.8083997794684,1517300
2023-02-10,480.712646484375,481.2510530798554,476.2804012356951,479.28972734244473,1536800
2023-02-13,486.9236755371094,487.2505632111631,482.02030174437584,482.3952499165986,1452600
2023-02-14,483.81817626953125,488.26966967815457,479.40514886224406,485.53917040253504,1257300
2023-02-15,491.5674133300781,491.7020296630563,482.01065128133246,483.347073411779,1422600
2023-02-16,484.66424560546875,491.03862821999513,484.18352328872874,484.1931177832096,1456000
2023-02-17,487.9139709472656,488.1350844518745,482.491408710831,484.82771230928967,1340400
2023-02-21,482.395263671875,484.55851428850355,477.4053632355746,481.5107509617936,1811800
2023-02-22,478.2129821777344,485.9718184252543,477.4534326671154,484.49121474754526,1332000
2023-02-23,474.1268615722656,479.62629718324797,469.0504053018864,479.56861284753586,1546300
2023-02-24,469.7714538574219,471.4539819859843,466.01223111593754,469.74261169171353,1587600
2023-02-27,468.25238037109375,473.9922060274582,466.95442424298847,473.55954420443584,1501700
2023-02-28,465.51226806640625,470.03106970119416,465.1276960709049,466.877532392543,1918200
2023-03-01,460.2147216796875,463.9739444260632,456.7054252484929,462.55102512798607,1759300
2023-03-02,466.96405029296875,468.63695458012666,457.2246113796953,458.9551999980682,2379200
2023-03-03,456.9361572265625,457.64761682158974,447.38899031600783,456.5227137609765,5354200
2023-03-06,464.4546203613281,469.9733320308618,457.18610190970736,458.1475464598261,3104700
2023-03-07,466.44482421875,476.11695418245876,466.30061340238444,467.35820829066427,2659100
